topic,ques,options,type,ans,img,pageUrl,ans_detail
music quiz questions and answers,Arctic Monkeys formed in which UK city?,,answer in one word,Chuck Berry,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,Fats Domino was noted for playing which instrument?,,answer in one word,Sheffield,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,"‘Red’, ‘1989’ and ‘Folklore’ are all albums by which pop artist?",,answer in one word,Piano,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,Who is known as ‘The Godmother of Rock ‘n’ Roll’?,,answer in one word,Taylor Swift,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,What was Elvis Presley’s home called?,,answer in one word,Sister Rosetta Tharpe,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,K-pop is a genre which refers to pop music from which country?,,answer in one word,Graceland,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,Who is the youngest person to headline the Pyramid stage at Glastonbury?,,answer in one word,South Korea,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,"In David Bowie’s ‘Space Oddity’, who are ground control trying to contact?",,answer in one word,Billie Eilish,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,‘Don’t Mug Yourself’ and ‘Dry Your Eyes’ are songs by which English band?,,answer in one word,Major Tom,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,“I got sunshine on a cloudy day” is the opening line to which song by The Temptations?,,answer in one word,The Streets,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,Which reality TV competition did Little Mix win in 2011?,,answer in one word,My Girl,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,In what year did Blur release their 3rd studio album ‘Parklife’?,,answer in one word,The X-Factor,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,Lady Gaga released two collaborative studio albums with which legendary artist?,,answer in one word,1994,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,Which year in music was known as the Summer of Love?,,answer in one word,Tony Bennett,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,"According to Katie Melua, how many bicycles are there in Beijing?",,answer in one word,1967,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,What was Take That’s first UK number one?,,answer in one word,9 million,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,‘Underneath the Tree’ was a 2021 hit for who?,,answer in one word,Pray,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,In what year did The Weather Girls have a hit with ‘It’s Raining Men’?,,answer in one word,Kelly Clarkson,,https://kwizzbit.com/music-quiz-questions-and-answers/,
music quiz questions and answers,Who recorded ‘Funky Stuff’ and ‘Jungle Boogie’?,,answer in one word,1982,,https://kwizzbit.com/music-quiz-questions-and-answers/,
pub quiz tennis,"Which two players met in three consecutive Wimbledon finals in 1988, 1989 and 1990?",,answer in one word,"Boris Becker, Stefan Edberg",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,Nicolas Mahut and John Isner recorded the longest tennis match in history at Wimbledon in 2010. How many games were played in total during the final set?,,answer in one word,138,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,How many times has Rafael Nadal won the French Open?,,answer in one word,12,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,Roger Federer was born in which Swiss city?,,answer in one word,Basel,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,How many Olympic gold medals has Andy Murray won?,,answer in one word,"Two (2012, 2016)",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,Who was the first person to win Wimbledon with an invitation?,,answer in one word,Goran Ivanisevic,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,How many Grand Slam singles titles has Serena Williams won?,,answer in one word,23,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,"In which year was Roger Federer and Rafael Nadal's epic Wimbledon final that ended at 9:15pm in the dark, a year before the Centre Court roof was installed?",,answer in one word,2008,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,Who is the current world Number 1 in the Women's game (WTA rankings)?,,answer in one word,Ashleigh Barty,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,Who is the current world Number 1 in the Men's game (ATP rankings)?,,answer in one word,Novak Djokovic,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,Who is the last player to win back-to-back Women's singles Grand Slam titles?,,answer in one word,Naomi Osaka,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,In which year did Serena Williams win her last Grand Slam singles title?,,answer in one word,2015,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,Who did Roger Federer beat in the final to claim his first Wimbledon title in 2003?,,answer in one word,Mark Philippoussis,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,Which tennis superstar is the only player to achieve a Golden Slam? (Winning all four Grand Slams and an Olympic gold in the same calendar year),,answer in one word,Steffi Graf,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,Fred Perry was the last British man to win Wimbledon before Andy Murray. Which year was Perry's last triumph?,,answer in one word,1936,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,Serena and Venus Williams played each other in four consecutive Grand Slam finals between 2002 and 2003. How many of those matches did Venus win?,,answer in one word,None,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,How many times has Andy Murray won the Davis Cup?,,answer in one word,One (2015),,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,Who is the last British woman to win a Grand Slam?,,answer in one word,Virginia Wade,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,What is the official capacity of Centre Court? (to the nearest thousand),,answer in one word,"14,979 (accept 15,000)",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz tennis,Nick Kyrgios' highest ATP tennis ranking is in the top 10 – true or false?,,answer in one word,False – his highest ranking was No. 13 in 2016,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,The Big Bash League is based in which country?,,answer in one word,Australia,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,Ben Stokes made his Test debut for England in which year?,,answer in one word,2013,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,"Who was the first player to reach 10,000 runs in Test cricket?",,answer in one word,Sunil Gavaskar,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,Which ground is commonly referred to as the Home of Cricket?,,answer in one word,Lord's,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,Which first-class county club did Phil Tuffnel play for?,,answer in one word,Middlesex,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,Which player racked up the highest score in a single innings during the 2019 Cricket World Cup? (166),,answer in one word,David Warner,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,Who has recorded the most career runs in England Test match cricket?,,answer in one word,Alastair Cook,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,Name the three England players to have captained the Twenty20 International side more than 10 times.,,answer in one word,"Paul Collingwood, Stuart Broad, Eoin Morgan",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,Who has won more series' of The Ashes – England or Australia?,,answer in one word,Australia,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,How many runs did Jack Leach score during his iconic second innings with Ben Stokes during the 2019 Ashes Third Test at Headingley?,,answer in one word,1,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,The first official international cricket match was held in 1844 between which two nations?,,answer in one word,USA and Canada,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,What is the Duckworth-Lewis-Stern method used for in cricket?,,answer in one word,To determine a target score in case a limited overs match is abandoned due to rain or other circumstances.,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,A cricket umpire raises both of their arms straight above their head – what does this signify?,,answer in one word,The batsman has scored a six,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,What is the term used when a player is bowled out by the first ball they face?,,answer in one word,Golden duck,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,Jofra Archer will play for which team in The Hundred?,,answer in one word,Southern Brave,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,How many days did the longest recorded Test match last?,,answer in one word,"Nine days (England v South Africa, 1939)",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,Who is the only batsman to record 400 in a single innings in an international test match?,,answer in one word,Brian Lara (v England in 2004),,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,Which player took the most wickets in the 2019 Cricket World Cup?,,answer in one word,Mitchell Starc,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,Nasser Hussain last captained the England Test team in which year?,,answer in one word,2003,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz cricket,Eoin Morgan has played more ODI matches for Ireland than he has played Test matches for England – true or false?,,answer in one word,True,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
general science biology mcqs,The right pulmonary artery is _____:,"[""Longer than the left"",""Shorter than the left"",""Wider than the left"",""Of same size as the left""]",multiple choice,Longer than the left,,https://www.gktoday.in/quizbase/general-science-biology-mcqs?pageno=4,"Notes:The right pulmonary artery is longer and larger and runs horizontally outward in front of right main bronchus and behind the superior vena cava, to the base of the right lung where it divides in two branches. The left pulmonary artery is shorter and runs horizontally over the left upper division bronchus, to the base of the left hilum where it divides into two branches."
general science biology mcqs,Which one of the following forms the base of vegetable fibres?,"[""Fats"",""Oils"",""Cellulose"",""Proteins""]",multiple choice,Cellulose,,https://www.gktoday.in/quizbase/general-science-biology-mcqs?pageno=4,"Notes:The principal chemical component of vegetable fibres is cellulose, with varying amounts of lignin and hemicelluloses also usually present; thus, the fibres are also referred to as cellulosic or lignocellulosic. Examples include cotton, hemp, jute, flax, ramie, sisal, bagasse, and banana. Vegetable fibres are usually stiffer but less tough than synthetic fibres."
general science biology mcqs,Which one of the following is known as the immovable property in the cell?,"[""Nucleic acid"",""Fat"",""Protein"",""Carbohydrate""]",multiple choice,Nucleic acid,,https://www.gktoday.in/quizbase/general-science-biology-mcqs?pageno=4,Notes:Nucleic acids are large biological molecules essential for all known forms of life. They include DNA (deoxyribonucleic acid) and RNA (ribonucleic acid). They are merely transmitted from one generation to next.
general science biology mcqs,The ‘DPT vaccine’ is given to young babies to protect them from ____:,"[""Diphtheria, Polio and Tetanus"",""Diphtheria, Pneumonia and Tuberculosis"",""Diphtheria, Smallpox and Tetanus"",""Diphtheria, Whooping cough and Tetanus""]",multiple choice,"Diphtheria, Whooping cough and Tetanus",,https://www.gktoday.in/quizbase/general-science-biology-mcqs?pageno=4,"Notes:DPT refers to a class of combination vaccines against three infectious diseases in humans: diphtheria, pertussis (whooping cough) and tetanus. The vaccine components include diphtheria and tetanus toxoids, and killed whole cells of the organism that causes pertussis."
general science biology mcqs,"____ is a straw coloured, viscous fluid constituting nearly 55 per cent of the blood:","[""Plasma"",""Formed Elements"",""Blood Groups"",""Coagulation of Blood""]",multiple choice,Plasma,,https://www.gktoday.in/quizbase/general-science-biology-mcqs?pageno=4,"Notes:Plasma is a straw coloured, viscous fluid constituting nearly 55 per cent of the blood. 90-92 per cent of plasma is water and proteins contribute 6-8 per cent of it. Fibrinogen, globulins and albumins are the major proteins. Fibrinogens are needed for clotting or coagulation of blood; while, globulins primarily are involved in defense."
general science biology mcqs,Which among the following does not have a cell wall?,"[""Euglena"",""Mycoplasma"",""Paramecium"",""Gonyaulax""]",multiple choice,Mycoplasma,,https://www.gktoday.in/quizbase/general-science-biology-mcqs?pageno=4,"Notes:Mycoplasma is a genus of bacteria that lacks a cell wall around their cell membrane. Without a cell wall, they are unaffected by many common antibiotics such as penicillin or other beta-lactam antibiotics that target cell wall synthesis. In comparison to other prokaryotes, they are consequently placed in a separate class Mollicutes(mollis, soft; cutis, skin)."
general science biology mcqs,Pulses are obtained from the family of ____:,"[""Liliaceae"",""Fungi"",""Cycadaceae"",""Leguminosae""]",multiple choice,Leguminosae,,https://www.gktoday.in/quizbase/general-science-biology-mcqs?pageno=4,"Notes:Pulse, in botany, is a common name for members of the Fabaceae (Leguminosae), a large plant family. Pulses, high in protein, are used as food for humans and other animals. Besides, they play a key role in crop rotation due to their ability to fix nitrogen."
general science biology mcqs,Excess of fluoride in drinking water causes ____:,"[""Intestinal infection"",""Mottling of teeth"",""Lung disease"",""None of the above""]",multiple choice,Mottling of teeth,,https://www.gktoday.in/quizbase/general-science-biology-mcqs?pageno=4,Notes:Enamel fluorosis is a mottling of the tooth surface that is attributed to fluoride exposure during tooth formation. The process of enamel maturation consists of an increase in mineralization within the developing tooth and concurrent loss of early-secreted matrix proteins. formation.
general science biology mcqs,Choose the correct option regarding the statements,"[""Statement I is correct, but Statement II is incorrect"",""Statement I is incorrect, but Statement II is correct"",""Both statements I and II are correct"",""Both statements I and II are incorrect""]",multiple choice,"Statement I is correct, but Statement II is incorrect",,https://www.gktoday.in/quizbase/general-science-biology-mcqs?pageno=4,"Notes:A meristem is the tissue in most plants containing undifferentiated cells (meristematic cells), found in zones of the plant where growth can take place. Meristems give rise to permanent tissues."
general science biology mcqs,Which of the following disease does not spread through the air?,"[""Cough-cold"",""Pneumonia"",""Cholera"",""Tuberculosis""]",multiple choice,Cholera,,https://www.gktoday.in/quizbase/general-science-biology-mcqs?pageno=4,"Notes:Cholera is an infection of the small intestine by some strains of the bacterium Vibrio cholerae. It is a water borne disease. Tuberculosis (TB) is an infectious disease usually caused by the bacterium Mycobacterium tuberculosis (MTB). Tuberculosis, Cough-cold and Pneumonia are air borne diseases."
ancient indian history multiple choice questions,Which of the following kings fought with Parasikas?,"[""Vakpatiraja"",""Yasovarman"",""Manorathavarman"",""Bhogavarman""]",multiple choice,Yasovarman,,https://www.gktoday.in/quizbase/ancient-indian-history-multiple-choice-questions?pageno=4,"Notes:According to the details of the achievements of Yasovarman as given in Gaudavaho, Yasovarman marched into  South India, defeated the King of the Deccan, and reached the Southern Sea. He also fought against the Parasikas and received tribute from the regions of Western Ghats."
ancient indian history multiple choice questions,Which of the following founded their rule in the northern Karnataka and the Konkan in fourth century A,"[""Vakatakas"",""Ikshavakus"",""Kadambas"",""Kalabhras""]",multiple choice,Kadambas,,https://www.gktoday.in/quizbase/ancient-indian-history-multiple-choice-questions?pageno=4,Notes:The Kadambas was an ancient royal family of Karnataka that founded their rule in the northern Karnataka and the Konkan in fourth century A.D. The Pallavas also came into conflict with Kadambas.
ancient indian history multiple choice questions,Where was the earliest capital of the Gangas situated?,"[""Banavasi"",""Kolar"",""Madurai"",""Kanchi""]",multiple choice,Kolar,,https://www.gktoday.in/quizbase/ancient-indian-history-multiple-choice-questions?pageno=4,Notes:The earliest capital of the Gangas was located near Kolar. The Kolar supplied a lot of gold to the kingdom of Gangas. They made most of the land grants to the Jainas. They were earlier feudatories of the Pallavas.
ancient indian history multiple choice questions,Tantricism puts special emphasis on which of the following?1,"[""Only 1 &amp; 2"",""Only 2, 4 &amp; 5"",""Only 1, 2 &amp; 4"",""1, 2, 3, 4 &amp; 5""]",multiple choice,"1, 2, 3, 4 & 5",,https://www.gktoday.in/quizbase/ancient-indian-history-multiple-choice-questions?pageno=4,"Notes:Tantricism puts special emphasis on certain things like Mantras which are prayers and formulae, Bijas which are syllables of mystic significance peculiar to each deity, Yantras which are diagrams drawn on paper or inscribed in preciousstone, metal, etc., Mudras means special positions of fingers and movements of hands and Nayasas involve placingthe deities on different parts of the body by touching them with finger tips and the palm, mostly of the right hand."
ancient indian history multiple choice questions,"At which of the following places, Jain and Brahmanical (Saiva and Vaishnava) temples were erected in the typical Aryavarta style in medieval India?","[""Mathura"",""Ujjain"",""Kashi"",""Khajuraho""]",multiple choice,Khajuraho,,https://www.gktoday.in/quizbase/ancient-indian-history-multiple-choice-questions?pageno=4,"Notes:The period from 600 A.D. to 1000 A.D. was the golden era of religious architecture. The Hindu monarchs competed with one another in the magnificence and number of their temples. At Khajuraho, Jain and Brahmanical (Saiva and Vaishnava) temples were erected in the typical Aryavarta style."
ancient indian history multiple choice questions,Which of the following authors wrote Sabdansusana?,"[""Bhavabhuti"",""Saktibhadra"",""Hastimalla"",""Sakatayana""]",multiple choice,Sakatayana,,https://www.gktoday.in/quizbase/ancient-indian-history-multiple-choice-questions?pageno=4,Notes:Sakatayana was a Jain writer of the 9th century A.D.He lived during the reign of  Rashtrakuta ruler Amoghavarsha. He was the founder of a new school. His main work was Sabdansusana.
ancient indian history multiple choice questions,Which of the following kings succeeded the king Amoghvarsha I?,"[""Dantidurga"",""Govind III"",""Krishna II"",""Krishna I""]",multiple choice,Krishna II,,https://www.gktoday.in/quizbase/ancient-indian-history-multiple-choice-questions?pageno=4,Notes:Krishna II who ruled the Rashtrakuta Empire from 878 A.D. to  914 A.D. ascended the Rashtrakuta throne after the demise of his father Amoghavarsha I who ruled the Rashtrakuta empire for 64 years. His Kannada name was Kannara.
ancient indian history multiple choice questions,Which of the following succeeded Pulkshein II after pushing the Pallavas out of Badami?,"[""Kirtivarman I"",""Vikramaditya I"",""Vikramaditya II"",""Vinayaditya I""]",multiple choice,Vikramaditya I,,https://www.gktoday.in/quizbase/ancient-indian-history-multiple-choice-questions?pageno=4,Notes:The Chalukyan King Vikramaditya I succeeded in pushing the Pallavas out of Badami after the death of Pulkshein II and reestablished his authority over whole kingdom. He not only defeated the successive Pallava rulers but also captured their capital Kanchi.
ancient indian history multiple choice questions,The Manda site of Indus Valley Civilization is located on bank of which river?,"[""Ravi"",""Indus"",""Chenab"",""Jhelum""]",multiple choice,Chenab,,https://www.gktoday.in/quizbase/ancient-indian-history-multiple-choice-questions?pageno=4,"Notes:Indus Valley Civilization site Manda is situated on the right bank of Chenab river in the foothills of Pir Panjal range, 28 km northwest of Jammu. It was excavated by Archaeological Survey of India during 1976-77 by J. P. Joshi."
ancient indian history multiple choice questions,Which of the following was birth place of Buddha?,"[""Patliputra"",""Kapilavastu"",""Lumbini"",""Vaishali""]",multiple choice,Lumbini,,https://www.gktoday.in/quizbase/ancient-indian-history-multiple-choice-questions?pageno=4,"Notes:Gautam Buddha was born into the Shakya royal family in the sacred area of Lumbini located in the Terai plains of southern Nepal, testified by the inscription on the pillar erected by the Mauryan Emperor Asoka in 249 BC. He grew up in Kapilvastu, the capital city of the Shakya kingdom. Using historical records, Buddha’s birth date is usually given as May 563 BC. He was an ascetic, a religious leader and teacher. In the Vaishnavite sect of Hinduism, the historic Buddha or Gautama Buddha, is the ninth avatar among the ten major avatars of the god Vishnu."
star wars quiz questions and answers,Who created the original concept of the Star Wars series?,,answer in one word,George Lucas.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,In what year was ‘Star Wars :Episode IV – A New Hope’ released?,,answer in one word,1977.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Which character in ‘Star Wars: Episode VII – The Force Awakens’ possessed Darth Vader’s damaged mask?,,answer in one word,Kylo Ren.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who was the only non-Jedi to use a lightsaber in the original trilogy?,,answer in one word,Han Solo.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who were the biological parents of Princess Leia?,,answer in one word,Padmé Amidala & Anakin Skywalker.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What were the two original and most common lightsaber colours used by the Jedi and the Sith?,,answer in one word,Blue (Jedi) & Red (Sith).,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who trained Luke Skywalker?,,answer in one word,Yoda.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,In which movie did Kylo Ren defeat Finn in his first lightsaber duel?,,answer in one word,Star Wars: Episode VII -The Force Awakens.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What is Chewbacca’s weapon of choice?,,answer in one word,Bowcaster.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Which small creatures live on the planet Endor?,,answer in one word,Ewoks.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What original title was proposed for ‘Star Wars: Episode IV – A New Hope’?,,answer in one word,The Adventures of Luke Starkiller.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What colour is Yoda’s lightsaber?,,answer in one word,Green.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What was the name of the first Star Wars series released on Disney+?,,answer in one word,The Mandalorian.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What weapon did Luke Skywalker use to blow up the first Death Star?,,answer in one word,Proton torpedoes.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,In what Star Wars movie did the planet Naboo first appear?,,answer in one word,Star Wars: Episode I – The Phantom Menace.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What is Baby Yoda’s true name?,,answer in one word,Grogu.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who is the main antagonist in the Star Wars franchise?,,answer in one word,Darth Sidious AKA Emperor Palpatine.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What species does Chewbacca belong to?,,answer in one word,Wookiee.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who was the Monarch of Naboo?,,answer in one word,Padmé Amidala.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who were Kylo Ren’s parents?,,answer in one word,Han Solo & Princess Leia.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,In what movie did Yoda say “There’s another” to Obi-Wan Kenobi?,,answer in one word,Star Wars: Episode V – Empire Strikes Back.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who killed Darth Maul in ‘Star Wars: Episode I – The Phantom Menace’?,,answer in one word,Obi-Wan Kenobi.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What was the name of the modified patrol and attack craft owned by Boba Fett?,,answer in one word,Slave One.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,"In which movie did Princess Leia say, “Help me, Obi-Wan Kenobi. You’re my only hope”?",,answer in one word,Stars Wars: Episode VI – A New Hope.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What are lightsabers powered by?,,answer in one word,Kyber crystal.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,In which movie was Han Solo killed?,,answer in one word,Star Wars: Episode VII – The Force Awakens.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What was the name of the female member of the Jedi High Council?,,answer in one word,Yaddle.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who rescued Baby Yoda at the end of ‘The Mandalorian’ Season 2?,,answer in one word,Luke Skywalker & R2-D2.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,"According to Luke Skywalker, what was the destiny of a Jedi?",,answer in one word,Confronting fear.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who used the X-wing starfighters?,,answer in one word,The Rebel Alliance.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What was the name of the hidden world of the Sith?,,answer in one word,Exegol.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Which weapon did Mando use against Moff Gideon’s Darksaber in ‘The Mandalorian’?,,answer in one word,Beskar spear.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who was the spy in the First Order in ‘Star Wars: Episode IX – The Rise of Skywalker’?,,answer in one word,General Hux.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Which Star Wars movie was filmed entirely in a studio?,,answer in one word,Star Wars: Episode III – Revenge of the Sith.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who was the leader of the First Order?,,answer in one word,Supreme Leader Snoke.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What creature lived in the trash compactor of the Death Star?,,answer in one word,Dianoga.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,How many years old was Yoda at the time of his death?,,answer in one word,900 years old.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who plays Ahsoka in the Disney+ series?,,answer in one word,Rosario Dawson.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Clone Force 99 are also known by what other name?,,answer in one word,The Bad Batch.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,"In which Star Wars movie is the famous line: “I’m one with the Force, and the Force is with me” spoken?",,answer in one word,Rogue One: A Star Wars Story.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who was the Separatist leader in the Clone Wars?,,answer in one word,Count Dooku.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What was the colour of C-3PO’s left arm in ‘Star Wars: Episode VII – The Force Awakens’?,,answer in one word,Red.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who killed Jabba the Hutt in ‘Star Wars: Episode VI – Return of the Jedi’?,,answer in one word,Princess Leia.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What is the name of the Toydarian junk dealer who owned Anakin Skywalker?,,answer in one word,Watto.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who built the droid C-3PO?,,answer in one word,Anakin Skywalker.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,What island did Luke Skywalker go to for his self-imposed exile in ‘Star Wars: Episode VII – The Force Awakens’?,,answer in one word,Temple Island on the planet Ahch-To.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who owned the Millennium Falcon before Han Solo?,,answer in one word,Lando Calrissian.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Who was the mastermind of Order 66 in ‘Star Wars: Episode III – Revenge of the Sith’?,,answer in one word,Sheev Palpatine.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
star wars quiz questions and answers,Where was stormtrooper TK-421 stationed at?,,answer in one word,The Death Star.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
